Confirmation Code,Student First Name,Student Middle Name,Student Last Name,Student Birthday,Student Gender,Student Street Address 1,Student Street Address 2,Student City,Student ZIP Code,Contact 1 First Name,Contact 1 Last Name,Contact 1 Phone,Contact 1 Email,Contact 1 Relationship,Contact 2 First Name,Contact 2 Last Name,Contact 2 Phone,Contact 2 Email,Contact 2 Relationship,Household Members,Household Monthly Income,Schools Applied
879,StudentFirst879,StudentMiddle879,StudentLast879,9/3/2009,Female,1001 Fake St,,Pawtucket,02821,ContactFirst879,ContactLast879,401-123-5445,123@gt-fake-email.edu.org,Mother,,,,,,5,3677,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
880,StudentFirst880,StudentMiddle880,StudentLast880,9/3/2009,Female,1002 Fake St,,Pawtucket,02822,ContactFirst880,ContactLast880,401-123-5446,123@gt-fake-email.edu.org,Mother,,,,,,5,3677,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
881,StudentFirst881,StudentMiddle881,StudentLast881,4/6/2010,Male,1003 Fake St,,Providence,02823,ContactFirst881,ContactLast881,401-123-5447,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
882,StudentFirst882,StudentMiddle882,StudentLast882,8/29/2010,Female,1004 Fake St,,Cranston,02824,ContactFirst882,ContactLast882,401-123-5448,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Cranston - Comprehensive Community Action Program (CCAP);
883,StudentFirst883,StudentMiddle883,StudentLast883,9/30/2009,Male,1005 Fake St,,Cranston,02825,ContactFirst883,ContactLast883,401-123-5449,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Cranston - Comprehensive Community Action Program (CCAP);
884,StudentFirst884,StudentMiddle884,StudentLast884,9/30/2009,Male,1006 Fake St,,West Warwick,02826,ContactFirst884,ContactLast884,401-123-5450,123@gt-fake-email.edu.org,Father,,,,,,2,3051,West Warwick - CHILD Inc.;
885,StudentFirst885,StudentMiddle885,StudentLast885,7/20/2010,Female,1007 Fake St,,Cranston,02827,ContactFirst885,ContactLast885,401-123-5451,123@gt-fake-email.edu.org,Mother,,,,,,4,5554,Cranston - Comprehensive Community Action Program (CCAP);
886,StudentFirst886,StudentMiddle886,StudentLast886,10/27/2009,Female,1008 Fake St,,Central Falls,02828,ContactFirst886,ContactLast886,401-123-5452,123@gt-fake-email.edu.org,Mother,,,,,,3,3051,Central Falls - Capt. Hunt Early Learning Center;
887,StudentFirst887,StudentMiddle887,StudentLast887,8/5/2010,Male,1009 Fake St,,Central Falls,02829,ContactFirst887,ContactLast887,401-123-5453,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
888,StudentFirst888,StudentMiddle888,StudentLast888,10/17/2009,Female,1010 Fake St,,Cranston,02830,ContactFirst888,ContactLast888,401-123-5454,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Cranston - Comprehensive Community Action Program (CCAP);
889,StudentFirst889,StudentMiddle889,StudentLast889,12/13/2009,Female,1011 Fake St,,Pawtucket,02831,ContactFirst889,ContactLast889,401-123-5455,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
890,StudentFirst890,StudentMiddle890,StudentLast890,12/18/2009,Male,1012 Fake St,,Cranston,02832,ContactFirst890,ContactLast890,401-123-5456,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Cranston - Comprehensive Community Action Program (CCAP);
891,StudentFirst891,StudentMiddle891,StudentLast891,1/9/2010,Male,1013 Fake St,,Providence,02833,ContactFirst891,ContactLast891,401-123-5457,123@gt-fake-email.edu.org,Father,,,,,,6,3051,Providence - Beautiful Beginnings;
892,StudentFirst892,StudentMiddle892,StudentLast892,8/10/2010,Male,1014 Fake St,,Providence,02834,ContactFirst892,ContactLast892,401-123-5458,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
893,StudentFirst893,StudentMiddle893,StudentLast893,6/3/2010,Male,1015 Fake St,,Woonsocket,02835,ContactFirst893,ContactLast893,401-123-5459,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Woonsocket - Woonsocket Head Start Child Development Association;
894,StudentFirst894,StudentMiddle894,StudentLast894,11/3/2009,Female,1016 Fake St,,Providence,02836,ContactFirst894,ContactLast894,401-123-5460,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;
895,StudentFirst895,StudentMiddle895,StudentLast895,7/31/2010,Female,1017 Fake St,,Providence,02837,ContactFirst895,ContactLast895,401-123-5461,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;
896,StudentFirst896,StudentMiddle896,StudentLast896,5/4/2010,Male,1018 Fake St,,Pawtucket,02838,ContactFirst896,ContactLast896,401-123-5462,123@gt-fake-email.edu.org,Father,,,,,,5,3677,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
897,StudentFirst897,StudentMiddle897,StudentLast897,12/11/2009,Male,1019 Fake St,,Pawtucket,02839,ContactFirst897,ContactLast897,401-123-5463,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
898,StudentFirst898,StudentMiddle898,StudentLast898,7/31/2010,Female,1020 Fake St,,Providence,02840,ContactFirst898,ContactLast898,401-123-5464,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;
899,StudentFirst899,StudentMiddle899,StudentLast899,4/28/2010,Female,1021 Fake St,,Woonsocket,02841,ContactFirst899,ContactLast899,401-123-5465,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Woonsocket - Woonsocket Head Start Child Development Association;
900,StudentFirst900,StudentMiddle900,StudentLast900,9/15/2009,Female,1022 Fake St,,Providence,02842,ContactFirst900,ContactLast900,401-123-5466,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;
901,StudentFirst901,StudentMiddle901,StudentLast901,7/4/2010,Female,1023 Fake St,,Providence,02843,ContactFirst901,ContactLast901,401-123-5467,123@gt-fake-email.edu.org,Mother,,,,,,5,3051,Providence - Smith Hill Early Childhood Learning Center;
902,StudentFirst902,StudentMiddle902,StudentLast902,10/6/2009,Male,1024 Fake St,,Central Falls,02844,ContactFirst902,ContactLast902,401-123-5468,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Central Falls - Capt. Hunt Early Learning Center;
903,StudentFirst903,StudentMiddle903,StudentLast903,3/2/2010,Female,1025 Fake St,,Pawtucket,02845,ContactFirst903,ContactLast903,401-123-5469,123@gt-fake-email.edu.org,Mother,,,,,,3,3677,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
904,StudentFirst904,StudentMiddle904,StudentLast904,1/4/2010,Female,1026 Fake St,,Providence,02846,ContactFirst904,ContactLast904,401-123-5470,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;
905,StudentFirst905,StudentMiddle905,StudentLast905,1/18/2010,Female,1027 Fake St,,Woonsocket,02847,ContactFirst905,ContactLast905,401-123-5471,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Woonsocket - Woonsocket Head Start Child Development Association;
906,StudentFirst906,StudentMiddle906,StudentLast906,4/4/2010,Male,1028 Fake St,,West Warwick,02848,ContactFirst906,ContactLast906,401-123-5472,123@gt-fake-email.edu.org,Mother,,,,,,3,3677,West Warwick - CHILD Inc.;
907,StudentFirst907,StudentMiddle907,StudentLast907,12/19/2010,Male,1029 Fake St,,Cranston,02849,ContactFirst907,ContactLast907,401-123-5473,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Cranston - Comprehensive Community Action Program (CCAP);
908,StudentFirst908,StudentMiddle908,StudentLast908,2/19/2010,Male,1030 Fake St,,Central Falls,02850,ContactFirst908,ContactLast908,401-123-5474,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Central Falls - Capt. Hunt Early Learning Center;
909,StudentFirst909,StudentMiddle909,StudentLast909,5/14/2010,Female,1031 Fake St,,Providence,02851,ContactFirst909,ContactLast909,401-123-5475,123@gt-fake-email.edu.org,Legal Guardian,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
910,StudentFirst910,StudentMiddle910,StudentLast910,6/4/2010,Male,1032 Fake St,,Providence,02852,ContactFirst910,ContactLast910,401-123-5476,123@gt-fake-email.edu.org,Mother,,,,,,5,4302,Providence - Beautiful Beginnings;
911,StudentFirst911,StudentMiddle911,StudentLast911,6/4/2010,Male,1033 Fake St,,Providence,02853,ContactFirst911,ContactLast911,401-123-5477,123@gt-fake-email.edu.org,Mother,,,,,,5,4302,Providence - Ready to Learn Providence at CCRI Liston Campus;
912,StudentFirst912,StudentMiddle912,StudentLast912,3/9/2009,Male,1034 Fake St,,Cranston,02854,ContactFirst912,ContactLast912,401-123-5478,123@gt-fake-email.edu.org,Mother,,,,,,5,5554,Cranston - Comprehensive Community Action Program (CCAP);
913,StudentFirst913,StudentMiddle913,StudentLast913,2/1/2010,Female,1035 Fake St,,Newport,02855,ContactFirst913,ContactLast913,401-123-5479,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,Newport - East Bay Community Action Head Start;
914,StudentFirst914,StudentMiddle914,StudentLast914,11/2/2009,Male,1036 Fake St,,Providence,02856,ContactFirst914,ContactLast914,401-123-5480,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
915,StudentFirst915,StudentMiddle915,StudentLast915,2/28/2010,Female,1037 Fake St,,Cranston,02857,ContactFirst915,ContactLast915,401-123-5481,123@gt-fake-email.edu.org,Father,,,,,,4,4928,Cranston - Comprehensive Community Action Program (CCAP);
916,StudentFirst916,StudentMiddle916,StudentLast916,1/28/2010,Female,1038 Fake St,,Providence,02858,ContactFirst916,ContactLast916,401-123-5482,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
917,StudentFirst917,StudentMiddle917,StudentLast917,1/30/2014,Male,1039 Fake St,,West Warwick,02859,ContactFirst917,ContactLast917,401-123-5483,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,West Warwick - CHILD Inc.;
918,StudentFirst918,StudentMiddle918,StudentLast918,5/25/2010,Female,1040 Fake St,,Newport,02860,ContactFirst918,ContactLast918,401-123-5484,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Newport - East Bay Community Action Head Start;
919,StudentFirst919,StudentMiddle919,StudentLast919,4/24/2010,Male,1041 Fake St,,Warwick,02861,ContactFirst919,ContactLast919,401-123-5485,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;
920,StudentFirst920,StudentMiddle920,StudentLast920,12/21/2010,Female,1042 Fake St,,Newport,02862,ContactFirst920,ContactLast920,401-123-5486,123@gt-fake-email.edu.org,Mother,,,,,,3,4928,Newport - East Bay Community Action Head Start;
921,StudentFirst921,StudentMiddle921,StudentLast921,3/2/2010,Female,1043 Fake St,,Providence,02863,ContactFirst921,ContactLast921,401-123-5487,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Providence - Ready to Learn Providence at CCRI Liston Campus;
922,StudentFirst922,StudentMiddle922,StudentLast922,1/28/2010,Male,1044 Fake St,,Cranston,02864,ContactFirst922,ContactLast922,401-123-5488,123@gt-fake-email.edu.org,Mother,,,,,,5,7432,Cranston - Comprehensive Community Action Program (CCAP);
923,StudentFirst923,StudentMiddle923,StudentLast923,10/8/2009,Female,1045 Fake St,,Warwick,02865,ContactFirst923,ContactLast923,401-123-5489,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Warwick - Imagine Preschool at CCRI Knight Campus;
924,StudentFirst924,StudentMiddle924,StudentLast924,4/6/2010,Male,1046 Fake St,,Warwick,02866,ContactFirst924,ContactLast924,401-123-5490,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
925,StudentFirst925,StudentMiddle925,StudentLast925,5/8/2010,Female,1047 Fake St,,Newport,02867,ContactFirst925,ContactLast925,401-123-5491,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Newport - East Bay Community Action Head Start;
926,StudentFirst926,StudentMiddle926,StudentLast926,4/19/2010,Male,1048 Fake St,,Pawtucket,02868,ContactFirst926,ContactLast926,401-123-5492,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
927,StudentFirst927,StudentMiddle927,StudentLast927,7/30/2010,Female,1049 Fake St,,Warwick,02869,ContactFirst927,ContactLast927,401-123-5493,123@gt-fake-email.edu.org,Mother,,,,,,4,5554,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
928,StudentFirst928,StudentMiddle928,StudentLast928,8/3/2010,Female,1050 Fake St,,Providence,02870,ContactFirst928,ContactLast928,401-123-5494,123@gt-fake-email.edu.org,Mother,,,,,,8,2425,Providence - Smith Hill Early Childhood Learning Center;
929,StudentFirst929,StudentMiddle929,StudentLast929,9/21/2009,Male,1051 Fake St,,Woonsocket,02871,ContactFirst929,ContactLast929,401-123-5495,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Woonsocket - Woonsocket Head Start Child Development Association;
930,StudentFirst930,StudentMiddle930,StudentLast930,5/13/2010,Female,1052 Fake St,,Pawtucket,02872,ContactFirst930,ContactLast930,401-123-5496,123@gt-fake-email.edu.org,Mother,,,,,,3,3051,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
931,StudentFirst931,StudentMiddle931,StudentLast931,12/4/2009,Female,1053 Fake St,,Providence,02873,ContactFirst931,ContactLast931,401-123-5497,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
932,StudentFirst932,StudentMiddle932,StudentLast932,4/4/2010,Male,1054 Fake St,,Providence,02874,ContactFirst932,ContactLast932,401-123-5498,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
933,StudentFirst933,StudentMiddle933,StudentLast933,2/23/2011,Female,1055 Fake St,,Cranston,02875,ContactFirst933,ContactLast933,401-123-5499,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Cranston - Comprehensive Community Action Program (CCAP);
934,StudentFirst934,StudentMiddle934,StudentLast934,12/3/2009,Female,1056 Fake St,,Providence,02876,ContactFirst934,ContactLast934,401-123-5500,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Providence - The Mariposa Center;
935,StudentFirst935,StudentMiddle935,StudentLast935,12/9/2010,Male,1057 Fake St,,Providence,02877,ContactFirst935,ContactLast935,401-123-5501,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Providence - Ready to Learn Providence at CCRI Liston Campus;
936,StudentFirst936,StudentMiddle936,StudentLast936,5/30/2010,Female,1058 Fake St,,Woonsocket,02878,ContactFirst936,ContactLast936,401-123-5502,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Woonsocket - Woonsocket Head Start Child Development Association;
937,StudentFirst937,StudentMiddle937,StudentLast937,10/8/2009,Male,1059 Fake St,,Warwick,02879,ContactFirst937,ContactLast937,401-123-5503,123@gt-fake-email.edu.org,Mother,,,,,,5,4928,Warwick - CHILD Inc.;
938,StudentFirst938,StudentMiddle938,StudentLast938,10/8/2009,Male,1060 Fake St,,Warwick,02880,ContactFirst938,ContactLast938,401-123-5504,123@gt-fake-email.edu.org,Mother,,,,,,5,4928,Warwick - Westbay Community Action Children's Center;
939,StudentFirst939,StudentMiddle939,StudentLast939,5/29/2010,Female,1061 Fake St,,Providence,02881,ContactFirst939,ContactLast939,401-123-5505,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,Providence - Beautiful Beginnings;
940,StudentFirst940,StudentMiddle940,StudentLast940,4/11/2010,Male,1062 Fake St,,Providence,02882,ContactFirst940,ContactLast940,401-123-5506,123@gt-fake-email.edu.org,Mother,,,,,,4,3677,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
941,StudentFirst941,StudentMiddle941,StudentLast941,5/29/2010,Female,1063 Fake St,,Providence,02883,ContactFirst941,ContactLast941,401-123-5507,123@gt-fake-email.edu.org,Father,,,,,,4,3051,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
942,StudentFirst942,StudentMiddle942,StudentLast942,8/20/2010,Male,1064 Fake St,,Providence,02884,ContactFirst942,ContactLast942,401-123-5508,123@gt-fake-email.edu.org,Legal Guardian,,,,,,4,2425,Providence - Smith Hill Early Childhood Learning Center;
943,StudentFirst943,StudentMiddle943,StudentLast943,9/19/2009,Female,1065 Fake St,,Cranston,02885,ContactFirst943,ContactLast943,401-123-5509,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Cranston - Comprehensive Community Action Program (CCAP);
944,StudentFirst944,StudentMiddle944,StudentLast944,10/14/2014,Female,1066 Fake St,,Pawtucket,02886,ContactFirst944,ContactLast944,401-123-5510,123@gt-fake-email.edu.org,Mother,,,,,,5,3051,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
945,StudentFirst945,StudentMiddle945,StudentLast945,7/24/2010,Female,1067 Fake St,,Central Falls,02887,ContactFirst945,ContactLast945,401-123-5511,123@gt-fake-email.edu.org,Mother,,,,,,6,2425,Central Falls - Capt. Hunt Early Learning Center;
946,StudentFirst946,StudentMiddle946,StudentLast946,2/6/2010,Female,1068 Fake St,,Providence,02888,ContactFirst946,ContactLast946,401-123-5512,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
947,StudentFirst947,StudentMiddle947,StudentLast947,5/30/2010,Male,1069 Fake St,,Warwick,02889,ContactFirst947,ContactLast947,401-123-5513,123@gt-fake-email.edu.org,Mother,,,,,,4,4302,Warwick - Westbay Community Action Children's Center;
948,StudentFirst948,StudentMiddle948,StudentLast948,5/30/2010,Male,1070 Fake St,,Warwick,02890,ContactFirst948,ContactLast948,401-123-5514,123@gt-fake-email.edu.org,Mother,,,,,,4,4302,Warwick - Westbay Community Action Children's Center;
949,StudentFirst949,StudentMiddle949,StudentLast949,5/30/2010,Male,1071 Fake St,,Warwick,02891,ContactFirst949,ContactLast949,401-123-5515,123@gt-fake-email.edu.org,Mother,,,,,,4,4302,Warwick - Westbay Community Action Children's Center;
